Periodicity ;Year;Quarter ;Month;Item;Money Supply in Million Saudi Riyals
Quarterly;2011;Q4;-;Money Supply M2;1078395.84241
Quarterly;2012;Q1;-;Time & Savings Deposits;319556.021
Quarterly;2012;Q1;-;Money Supply M1;801254.659513
Quarterly;2012;Q2;-;Time & Savings Deposits;318544.663
Quarterly;2012;Q2;-;Money Supply M2;1131268.38244
Quarterly;2012;Q3;-;Time & Savings Deposits;300923.005
Quarterly;2012;Q3;-;Demand  Deposits;698201.767
Quarterly;2012;Q4;-;Currency Outside Banks;133120.728288
Quarterly;2013;Q1;-;Demand  Deposits;808247.642
Quarterly;2013;Q3;-;Other Quasi- Money Deposits;198533.05
Quarterly;2013;Q3;-;Money Supply M1;966296.46507
Quarterly;2013;Q3;-;Money Supply M2;1296974.06707
Quarterly;2014;Q1;-;Money Supply M2;1415970.34054
Quarterly;2014;Q2;-;Currency Outside Banks;151494.476542
Quarterly;2014;Q2;-;Money Supply M3;1661446.80354
Quarterly;2014;Q2;-;Money Supply M2;1457985.96354
Quarterly;2014;Q3;-;Time & Savings Deposits;406374.752
Quarterly;2014;Q4;-;Money Supply M3;1741889.18311
Quarterly;2015;Q3;-;Other Quasi- Money Deposits;184640.235
Quarterly;2015;Q4;-;Other Quasi- Money Deposits;197562.28
Quarterly;2015;Q4;-;Money Supply M2;1588019.78348
Quarterly;2016;Q1;-;Time & Savings Deposits;417112.298071
Quarterly;2016;Q1;-;Money Supply M3;1788774.94515
Quarterly;2016;Q2;-;Other Quasi- Money Deposits;188327.265
Quarterly;2016;Q3;-;Demand  Deposits;944400.96143
Quarterly;2016;Q3;-;Other Quasi- Money Deposits;169274.254461
Quarterly;2016;Q4;-;Time & Savings Deposits;496019.307881
Quarterly;2017;Q1;-;Money Supply M1;1167588.0628
Quarterly;2017;Q1;-;Money Supply M2;1638924.55166
Quarterly;2017;Q2;-;Money Supply M2;1652695.93208
Quarterly;2018;Q2;-;Other Quasi- Money Deposits;179004.597557
Quarterly;2018;Q3;-;Money Supply M2;1634530.99125
Quarterly;2018;Q4;-;Time & Savings Deposits;443022.413149
Quarterly;2018;Q4;-;Money Supply M2;1663819.81099
Monthly;1993;Q1;Jan;Time & Savings Deposits;46181.366
Monthly;1993;Q1;Jan;Other Quasi- Money Deposits;54422.607
Monthly;1993;Q1;Feb;Currency Outside Banks;45338.576
Monthly;1993;Q2;Jun;Currency Outside Banks;47880.194353
Monthly;1993;Q3;Aug;Currency Outside Banks;44488.262395
Monthly;1993;Q3;Aug;Money Supply M2;180403.212395
Monthly;1993;Q3;Sep;Money Supply M3;237571.816902
Monthly;1993;Q3;Sep;Money Supply M2;177227.222902
Monthly;1993;Q4;Oct;Money Supply M1;126750.995706
Monthly;1993;Q4;Oct;Money Supply M3;235192.928706
Monthly;1993;Q4;Dec;Time & Savings Deposits;47892.339
Monthly;1994;Q1;Jan;Demand  Deposits;81221.733
Monthly;1994;Q1;Jan;Other Quasi- Money Deposits;59392.553
Monthly;1994;Q1;Jan;Money Supply M3;230940.312467
Monthly;1994;Q1;Feb;Time & Savings Deposits;46748.75
Monthly;1994;Q1;Feb;Money Supply M3;234547.888
Monthly;1994;Q1;Feb;Money Supply M2;177320.605
Monthly;1994;Q2;Jun;Demand  Deposits;82602.919
Monthly;1994;Q2;Jun;Currency Outside Banks;44923.696395
Monthly;1994;Q2;Jun;Money Supply M3;233540.503395
Monthly;1994;Q3;Aug;Currency Outside Banks;43086.088016
Monthly;1994;Q3;Aug;Money Supply M1;126330.886016
Monthly;1994;Q3;Sep;Time & Savings Deposits;48357.727
Monthly;1994;Q3;Sep;Demand  Deposits;83187.147
Monthly;1994;Q3;Sep;Money Supply M2;173689.553086
Monthly;1994;Q4;Oct;Time & Savings Deposits;49518.496
Monthly;1994;Q4;Oct;Demand  Deposits;82731.442
Monthly;1994;Q4;Oct;Money Supply M3;235748.74
Monthly;1994;Q4;Oct;Money Supply M2;175996.835
Monthly;1994;Q4;Nov;Money Supply M3;234237.731
Monthly;1994;Q4;Dec;Money Supply M1;125644.435411
Monthly;1995;Q1;Jan;Other Quasi- Money Deposits;58942.938
Monthly;1995;Q1;Jan;Currency Outside Banks;45125.308
Monthly;1995;Q1;Jan;Money Supply M3;234858.423
Monthly;1995;Q1;Mar;Money Supply M3;241948.765507
Monthly;1995;Q2;Apr;Other Quasi- Money Deposits;59791.942
Monthly;1995;Q2;Apr;Money Supply M2;184984.807699
Monthly;1995;Q2;May;Time & Savings Deposits;56178.094
Monthly;1995;Q2;May;Money Supply M3;244787.356454
Monthly;1995;Q2;Jun;Other Quasi- Money Deposits;58201.335
Monthly;1995;Q2;Jun;Money Supply M2;187208.85462
Monthly;1995;Q3;Jul;Time & Savings Deposits;56693.034
Monthly;1995;Q3;Jul;Demand  Deposits;82131.866
Monthly;1995;Q3;Sep;Demand  Deposits;81546.418
Monthly;1995;Q4;Nov;Time & Savings Deposits;59259.199
Monthly;1995;Q4;Nov;Other Quasi- Money Deposits;55191.013
Monthly;1996;Q1;Jan;Other Quasi- Money Deposits;56516.911
Monthly;1996;Q1;Jan;Currency Outside Banks;44237.456
Monthly;1996;Q1;Feb;Time & Savings Deposits;60209.38
Monthly;1996;Q1;Feb;Demand  Deposits;82933.791
Monthly;1996;Q1;Feb;Currency Outside Banks;45178.7624
Monthly;1996;Q1;Mar;Other Quasi- Money Deposits;56612.007
Monthly;1996;Q1;Mar;Money Supply M2;189989.778
Monthly;1996;Q2;Apr;Demand  Deposits;85496.598
Monthly;1996;Q2;Apr;Currency Outside Banks;47466.512619
Monthly;1996;Q2;May;Money Supply M1;133094.13258
Monthly;1996;Q2;Jun;Money Supply M1;133001.235
Monthly;1996;Q3;Sep;Other Quasi- Money Deposits;55365.236
Monthly;1996;Q3;Sep;Money Supply M1;128300.197895
Monthly;1996;Q4;Oct;Other Quasi- Money Deposits;54420.65
Monthly;1996;Q4;Oct;Money Supply M3;249158.506934
Monthly;1996;Q4;Nov;Money Supply M3;252564.376702
Monthly;1997;Q1;Jan;Currency Outside Banks;47134.961
Monthly;1997;Q1;Feb;Demand  Deposits;93238.036
Monthly;1997;Q1;Feb;Money Supply M2;206564.599
Monthly;1997;Q1;Mar;Demand  Deposits;96658.582
Monthly;1997;Q1;Mar;Money Supply M1;142134.152
Monthly;1997;Q2;May;Demand  Deposits;97936.472
Monthly;1997;Q2;Jun;Money Supply M2;213862.534
Monthly;1997;Q3;Jul;Time & Savings Deposits;70233.943
Monthly;1997;Q3;Jul;Currency Outside Banks;45957.467
Monthly;1997;Q3;Jul;Money Supply M1;142894.265
Monthly;1997;Q3;Jul;Money Supply M3;265907.843
Monthly;1997;Q3;Aug;Currency Outside Banks;44914.573
Monthly;1997;Q3;Sep;Other Quasi- Money Deposits;55039.788
Monthly;1997;Q3;Sep;Money Supply M1;138766.261
Monthly;1997;Q3;Sep;Money Supply M2;211229.45
Monthly;1997;Q4;Oct;Other Quasi- Money Deposits;52943.066
Monthly;1997;Q4;Oct;Currency Outside Banks;44614.336
Monthly;1997;Q4;Oct;Money Supply M1;139129.018
Monthly;1997;Q4;Oct;Money Supply M3;264955.092
Monthly;1997;Q4;Nov;Money Supply M3;268375.455
Monthly;1997;Q4;Dec;Time & Savings Deposits;77165.538
Monthly;1997;Q4;Dec;Money Supply M3;272548.809
Monthly;1998;Q1;Jan;Time & Savings Deposits;77508.351
Monthly;1998;Q1;Jan;Demand  Deposits;97699.417
Monthly;1998;Q1;Feb;Currency Outside Banks;47410.449
Monthly;1998;Q1;Feb;Money Supply M1;144364.057
Monthly;1998;Q1;Feb;Money Supply M3;275339.267
Monthly;1998;Q1;Mar;Currency Outside Banks;48884.796
Monthly;1998;Q2;Apr;Time & Savings Deposits;78112.831
Monthly;1998;Q2;Apr;Currency Outside Banks;47786.789
Monthly;1998;Q2;Apr;Money Supply M3;278089.759
Monthly;1998;Q2;May;Time & Savings Deposits;78059.301
Monthly;1998;Q2;May;Demand  Deposits;99807.486
Monthly;1998;Q3;Aug;Time & Savings Deposits;78696.13
Monthly;1998;Q3;Aug;Money Supply M1;140924.615
Monthly;1998;Q4;Nov;Time & Savings Deposits;79919.941
Monthly;1998;Q4;Nov;Other Quasi- Money Deposits;57270.521
Monthly;1998;Q4;Nov;Money Supply M1;138026.435
Monthly;1998;Q4;Dec;Demand  Deposits;95253.268
Monthly;1998;Q4;Dec;Money Supply M2;223708.415
Monthly;1999;Q1;Jan;Money Supply M1;142895.331
Monthly;1999;Q1;Jan;Money Supply M3;283129.67
Monthly;1999;Q1;Feb;Money Supply M2;226378.912
Monthly;1999;Q1;Mar;Money Supply M2;230706.693
Monthly;1999;Q2;Apr;Time & Savings Deposits;83128.313
Monthly;1999;Q2;May;Other Quasi- Money Deposits;56915.583
Monthly;1999;Q3;Jul;Time & Savings Deposits;80680.984
Monthly;1999;Q3;Jul;Money Supply M1;145693.096
Monthly;1999;Q3;Jul;Money Supply M2;226374.08
Monthly;1999;Q4;Oct;Currency Outside Banks;43321.159
Monthly;1999;Q4;Nov;Money Supply M3;291232.912
Monthly;1999;Q4;Nov;Money Supply M2;230624.325
Monthly;2000;Q1;Feb;Money Supply M1;155414.61
Monthly;2000;Q1;Mar;Currency Outside Banks;47690.352
Monthly;2000;Q1;Mar;Money Supply M3;303916.3
Monthly;2000;Q2;May;Demand  Deposits;113069.503
Monthly;2000;Q2;May;Money Supply M1;162491.345
Monthly;2000;Q2;May;Money Supply M2;248893.298
Monthly;2000;Q2;Jun;Demand  Deposits;114385.693
Monthly;2000;Q2;Jun;Money Supply M1;162684.278
Monthly;2000;Q3;Aug;Currency Outside Banks;46081.112
Monthly;2000;Q3;Sep;Other Quasi- Money Deposits;62002.254
Monthly;2000;Q3;Sep;Money Supply M1;158748.005
Monthly;2000;Q4;Oct;Money Supply M3;306202.089
Monthly;2000;Q4;Dec;Time & Savings Deposits;90832.006
Monthly;2001;Q1;Jan;Other Quasi- Money Deposits;62806.349
Monthly;2001;Q1;Feb;Currency Outside Banks;51752.247
Monthly;2001;Q1;Mar;Time & Savings Deposits;92627.342
Monthly;2001;Q1;Mar;Money Supply M1;172567.61
Monthly;2001;Q2;Apr;Demand  Deposits;125244.833
Monthly;2001;Q2;Apr;Other Quasi- Money Deposits;62491.339
Monthly;2001;Q2;May;Money Supply M1;177333.619
Monthly;2001;Q2;Jun;Time & Savings Deposits;87349.837
Monthly;2001;Q2;Jun;Demand  Deposits;128499.999
Monthly;2001;Q3;Jul;Time & Savings Deposits;87285.877
Monthly;2001;Q3;Aug;Time & Savings Deposits;89171.347
Monthly;2001;Q3;Sep;Other Quasi- Money Deposits;66354.342
Monthly;2001;Q3;Sep;Money Supply M3;327334.195
Monthly;2001;Q4;Oct;Time & Savings Deposits;89398.123
Monthly;2001;Q4;Nov;Money Supply M1;179481.499
Monthly;2001;Q4;Dec;Time & Savings Deposits;91684.591
Monthly;2002;Q1;Jan;Time & Savings Deposits;91545.372
Monthly;2002;Q1;Jan;Other Quasi- Money Deposits;69068.013
Monthly;2002;Q1;Feb;Money Supply M3;348914.741
Monthly;2002;Q1;Mar;Time & Savings Deposits;91195.462
Monthly;2002;Q1;Mar;Money Supply M3;347476.539
Monthly;2002;Q2;Apr;Currency Outside Banks;49622.882
Monthly;2002;Q2;May;Demand  Deposits;144574.124
Monthly;2002;Q2;May;Money Supply M1;194765.364
Monthly;2002;Q3;Jul;Time & Savings Deposits;89910.142
Monthly;2002;Q3;Jul;Money Supply M2;284169.711
Monthly;2002;Q3;Aug;Money Supply M2;283401.676
Monthly;2002;Q3;Sep;Time & Savings Deposits;91472.29
Monthly;2002;Q4;Oct;Currency Outside Banks;49068.845
Monthly;2002;Q4;Nov;Demand  Deposits;148490.264
Monthly;2002;Q4;Nov;Money Supply M1;202526.098
Monthly;2002;Q4;Dec;Demand  Deposits;150009.862
Monthly;2003;Q1;Jan;Demand  Deposits;152144.224
Monthly;2003;Q1;Feb;Money Supply M1;205981.241
Monthly;2003;Q1;Feb;Money Supply M2;314373.474
Monthly;2003;Q2;Apr;Time & Savings Deposits;105375.972
Monthly;2003;Q2;May;Demand  Deposits;161654.812
Monthly;2003;Q2;May;Currency Outside Banks;55365.182
Monthly;2003;Q2;May;Money Supply M1;217019.994
Monthly;2003;Q2;Jun;Money Supply M1;217793.388
Monthly;2003;Q3;Sep;Demand  Deposits;161965.869
Monthly;2003;Q3;Sep;Other Quasi- Money Deposits;81749.121
Monthly;2003;Q3;Sep;Money Supply M2;320621.22
Monthly;2003;Q4;Oct;Time & Savings Deposits;105697.427
Monthly;2003;Q4;Nov;Money Supply M2;327020.213
Monthly;2004;Q1;Jan;Other Quasi- Money Deposits;79167.169
Monthly;2004;Q1;Feb;Demand  Deposits;174769.767
Monthly;2004;Q1;Mar;Demand  Deposits;182165.55
Monthly;2004;Q2;Apr;Time & Savings Deposits;108859.399
Monthly;2004;Q2;May;Money Supply M1;240669.244
Monthly;2004;Q2;May;Money Supply M2;350592.649
Monthly;2004;Q2;Jun;Other Quasi- Money Deposits;90001.975
Monthly;2004;Q2;Jun;Currency Outside Banks;57072.654
Monthly;2004;Q3;Sep;Other Quasi- Money Deposits;87226.655
Monthly;2004;Q4;Oct;Other Quasi- Money Deposits;90015.87
Monthly;2004;Q4;Dec;Demand  Deposits;211170.238
Monthly;2004;Q4;Dec;Money Supply M1;271303.381
Monthly;2004;Q4;Dec;Money Supply M3;495667.925
Monthly;2004;Q4;Dec;Money Supply M2;407976.261
Monthly;2005;Q1;Jan;Time & Savings Deposits;135731.858
Monthly;2005;Q1;Jan;Other Quasi- Money Deposits;91749.634
Monthly;2005;Q1;Feb;Money Supply M1;267321.676
Monthly;2005;Q1;Feb;Money Supply M3;496245.051
Monthly;2005;Q1;Feb;Money Supply M2;404061.513
Monthly;2005;Q1;Mar;Demand  Deposits;217667.308
Monthly;2005;Q1;Mar;Money Supply M2;418797.367
Monthly;2005;Q2;Apr;Time & Savings Deposits;141937.26
Monthly;2005;Q2;Apr;Demand  Deposits;220732.294
Monthly;2005;Q2;May;Demand  Deposits;220251.576
Monthly;2005;Q2;Jun;Money Supply M1;276130.353
Monthly;2005;Q3;Jul;Other Quasi- Money Deposits;96270.072
Monthly;2005;Q3;Sep;Other Quasi- Money Deposits;101347.708
Monthly;2005;Q3;Sep;Money Supply M2;434062.515
Monthly;2006;Q1;Jan;Currency Outside Banks;62306.711
Monthly;2006;Q1;Feb;Other Quasi- Money Deposits;99274.08
Monthly;2006;Q1;Mar;Money Supply M1;290320.738
Monthly;2006;Q2;Apr;Time & Savings Deposits;192885.538
Monthly;2006;Q3;Aug;Money Supply M2;498368.577
Monthly;2006;Q3;Sep;Demand  Deposits;231575.05
Monthly;2006;Q3;Sep;Currency Outside Banks;62071.742
Monthly;2006;Q4;Oct;Demand  Deposits;226135.169
Monthly;2006;Q4;Oct;Money Supply M1;291952.783
Monthly;2006;Q4;Nov;Other Quasi- Money Deposits;117624.046
Monthly;2006;Q4;Nov;Money Supply M1;298506.55
Monthly;2007;Q1;Jan;Currency Outside Banks;65309.844
Monthly;2007;Q1;Jan;Money Supply M2;536161.502
Monthly;2007;Q1;Feb;Currency Outside Banks;65231.681
Monthly;2007;Q1;Mar;Time & Savings Deposits;238989.475
Monthly;2007;Q2;Apr;Other Quasi- Money Deposits;120485.699
Monthly;2007;Q2;May;Demand  Deposits;263833.132
Monthly;2007;Q2;Jun;Other Quasi- Money Deposits;121646.738
Monthly;2007;Q2;Jun;Money Supply M2;587657.549
Monthly;2007;Q3;Jul;Other Quasi- Money Deposits;120051.866
Monthly;2007;Q3;Sep;Other Quasi- Money Deposits;125748.121
Monthly;2007;Q3;Sep;Currency Outside Banks;69103.571
Monthly;2007;Q4;Oct;Time & Savings Deposits;273395.648
Monthly;2007;Q4;Nov;Currency Outside Banks;70871.211
Monthly;2007;Q4;Nov;Money Supply M2;647106.865
Monthly;2007;Q4;Dec;Time & Savings Deposits;283059.125
Monthly;2008;Q1;Jan;Other Quasi- Money Deposits;126119.292
Monthly;2008;Q1;Jan;Money Supply M1;398193.993
Monthly;2008;Q1;Feb;Time & Savings Deposits;293010.708
Monthly;2008;Q1;Feb;Other Quasi- Money Deposits;135216.259
Monthly;2008;Q1;Feb;Currency Outside Banks;70803.611
Monthly;2008;Q1;Mar;Time & Savings Deposits;294132.628
Monthly;2008;Q1;Mar;Money Supply M1;411706.042
Monthly;2008;Q1;Mar;Money Supply M3;834040.613
Monthly;2008;Q2;Apr;Demand  Deposits;336950.486
Monthly;2008;Q2;Apr;Other Quasi- Money Deposits;127010.413
Monthly;2008;Q2;Apr;Money Supply M2;699199.374
Monthly;2008;Q2;May;Currency Outside Banks;74433.646
Monthly;2008;Q2;May;Money Supply M1;418872.015
Monthly;2008;Q2;Jun;Money Supply M2;711925.954
Monthly;2008;Q3;Aug;Demand  Deposits;342308.198
Monthly;2008;Q4;Oct;Currency Outside Banks;81865.962
Monthly;2008;Q4;Nov;Demand  Deposits;343191.819
Monthly;2009;Q1;Jan;Time & Savings Deposits;351728.075
Monthly;2009;Q1;Jan;Other Quasi- Money Deposits;140448.815
Monthly;2009;Q1;Feb;Time & Savings Deposits;351318.998
Monthly;2009;Q1;Mar;Currency Outside Banks;82860.384
Monthly;2009;Q1;Mar;Money Supply M1;459795.124
Monthly;2009;Q1;Mar;Money Supply M2;816198.496
Monthly;2009;Q2;Apr;Time & Savings Deposits;348358.237
Monthly;2009;Q2;Apr;Money Supply M1;470015.039
Monthly;2009;Q2;Apr;Money Supply M2;818373.276
Monthly;2009;Q2;May;Other Quasi- Money Deposits;170440.627
Monthly;2009;Q2;May;Money Supply M1;471762.031
Monthly;2009;Q3;Jul;Money Supply M1;488640.647
Monthly;2009;Q3;Jul;Money Supply M3;1011390.718
Monthly;2009;Q3;Aug;Demand  Deposits;403895.968
Monthly;2009;Q3;Aug;Currency Outside Banks;85550.091
Monthly;2009;Q3;Sep;Money Supply M3;999925.211
Monthly;2009;Q4;Oct;Money Supply M3;1003903.465
Monthly;2009;Q4;Nov;Demand  Deposits;412928.703
Monthly;2010;Q1;Feb;Other Quasi- Money Deposits;160305.937
Monthly;2010;Q1;Feb;Money Supply M1;531781.35477
Monthly;2010;Q1;Mar;Time & Savings Deposits;313706.757
Monthly;2010;Q1;Mar;Money Supply M3;1010510.66206
Monthly;2010;Q2;Jun;Money Supply M2;880975.350349
Monthly;2010;Q3;Jul;Money Supply M2;878815.635685
Monthly;2010;Q3;Aug;Money Supply M1;589121.726536
Monthly;2010;Q3;Aug;Money Supply M2;876285.281536
Monthly;2010;Q3;Sep;Money Supply M3;1050936.00755
Monthly;2010;Q3;Sep;Money Supply M2;889453.071552
Monthly;2010;Q4;Oct;Demand  Deposits;499532.86
Monthly;2010;Q4;Oct;Money Supply M2;878756.185471
Monthly;2011;Q1;Jan;Other Quasi- Money Deposits;161771.141
Monthly;2011;Q1;Feb;Time & Savings Deposits;299912.324
Monthly;2011;Q1;Feb;Other Quasi- Money Deposits;166454.19
Monthly;2011;Q2;Apr;Currency Outside Banks;112967.977958
Monthly;2011;Q2;Apr;Money Supply M2;1023206.82396
Monthly;2011;Q2;Jun;Other Quasi- Money Deposits;159467.777
Monthly;2011;Q2;Jun;Money Supply M1;721820.780773
Monthly;2011;Q2;Jun;Money Supply M2;1028835.45477
Monthly;2011;Q3;Jul;Money Supply M1;733524.320884
Monthly;2011;Q3;Aug;Currency Outside Banks;129407.04417
Monthly;2011;Q4;Oct;Other Quasi- Money Deposits;179059.683
Monthly;2011;Q4;Oct;Currency Outside Banks;122947.203283
Monthly;2011;Q4;Nov;Demand  Deposits;626976.003
Monthly;2011;Q4;Dec;Time & Savings Deposits;316400.646
Monthly;2011;Q4;Dec;Other Quasi- Money Deposits;161149.603
Monthly;2011;Q4;Dec;Currency Outside Banks;119901.526406
Monthly;2011;Q4;Dec;Money Supply M1;761995.196406
Monthly;2011;Q4;Dec;Money Supply M2;1078395.84241
Monthly;2012;Q1;Jan;Money Supply M3;1259775.43557
Monthly;2012;Q1;Feb;Time & Savings Deposits;317047.176
Monthly;2012;Q1;Mar;Time & Savings Deposits;319556.021
Monthly;2012;Q2;Apr;Other Quasi- Money Deposits;181956.924
Monthly;2012;Q2;Apr;Money Supply M2;1115733.46783
Monthly;2012;Q2;Jun;Time & Savings Deposits;318544.663
Monthly;2012;Q3;Aug;Demand  Deposits;701350.291
Monthly;2012;Q3;Aug;Money Supply M3;1307552.0182
Monthly;2012;Q3;Sep;Demand  Deposits;698201.767
Monthly;2012;Q3;Sep;Money Supply M3;1326821.66404
Monthly;2012;Q4;Oct;Other Quasi- Money Deposits;180646.043
Monthly;2012;Q4;Nov;Currency Outside Banks;132376.776029
Monthly;2012;Q4;Nov;Money Supply M3;1343124.73103
Monthly;2012;Q4;Dec;Money Supply M3;1408073.50029
Monthly;2013;Q1;Jan;Time & Savings Deposits;327859.154
Monthly;2013;Q1;Feb;Money Supply M1;907735.325927
Monthly;2013;Q1;Feb;Money Supply M2;1238783.00093
Monthly;2013;Q1;Mar;Money Supply M3;1440345.55103
Monthly;2013;Q2;Apr;Time & Savings Deposits;318919.72
Monthly;2013;Q2;May;Money Supply M3;1484481.93158
Monthly;2013;Q2;Jun;Money Supply M1;964731.11546
Monthly;2013;Q2;Jun;Money Supply M2;1290527.66046
Monthly;2013;Q3;Sep;Time & Savings Deposits;330677.602
Monthly;2013;Q3;Sep;Demand  Deposits;827253.259
Monthly;2013;Q4;Oct;Time & Savings Deposits;331415.298
Monthly;2013;Q4;Nov;Money Supply M1;995674.699707
Monthly;2013;Q4;Dec;Other Quasi- Money Deposits;207393.726
Monthly;2014;Q1;Jan;Money Supply M3;1593547.85676
Monthly;2014;Q1;Jan;Money Supply M2;1387379.40176
Monthly;2014;Q1;Feb;Other Quasi- Money Deposits;206691.73
Monthly;2014;Q1;Mar;Currency Outside Banks;146656.713541
Monthly;2014;Q2;Apr;Demand  Deposits;939512.503
Monthly;2014;Q2;Apr;Other Quasi- Money Deposits;210630.58
Monthly;2014;Q2;Jun;Time & Savings Deposits;365485.459
Monthly;2014;Q2;Jun;Currency Outside Banks;151494.476542
Monthly;2014;Q3;Jul;Money Supply M2;1499336.83356
Monthly;2014;Q3;Aug;Other Quasi- Money Deposits;194016.582
Monthly;2014;Q3;Sep;Other Quasi- Money Deposits;190959.491
Monthly;2014;Q3;Sep;Money Supply M2;1507209.22383
Monthly;2014;Q4;Oct;Currency Outside Banks;154859.635435
Monthly;2014;Q4;Nov;Demand  Deposits;957102.384
Monthly;2014;Q4;Nov;Money Supply M2;1508128.12432
Monthly;2014;Q4;Dec;Money Supply M1;1145134.55311
Monthly;2015;Q1;Feb;Money Supply M1;1212921.12054
Monthly;2015;Q1;Mar;Money Supply M3;1799358.57676
Monthly;2015;Q2;Apr;Demand  Deposits;1076095.304
Monthly;2015;Q2;Apr;Currency Outside Banks;169439.837031
Monthly;2015;Q2;Apr;Money Supply M1;1245535.14103
Monthly;2015;Q2;May;Time & Savings Deposits;380332.098
Monthly;2015;Q2;May;Demand  Deposits;1087032.913
Monthly;2015;Q2;Jun;Currency Outside Banks;174016.563694
Monthly;2015;Q3;Jul;Time & Savings Deposits;382136.458
Monthly;2015;Q3;Jul;Money Supply M3;1817812.91402
Monthly;2015;Q3;Aug;Currency Outside Banks;172180.825616
Monthly;2015;Q3;Aug;Money Supply M2;1622116.13462
Monthly;2015;Q3;Sep;Money Supply M2;1654319.22131
Monthly;2015;Q4;Oct;Other Quasi- Money Deposits;186558.003
Monthly;2015;Q4;Oct;Money Supply M2;1596809.65939
Monthly;2015;Q4;Dec;Demand  Deposits;980150.664
Monthly;2015;Q4;Dec;Money Supply M1;1148642.45448
Monthly;2016;Q1;Jan;Demand  Deposits;988161.812
Monthly;2016;Q1;Jan;Money Supply M3;1776271.99332
Monthly;2016;Q1;Feb;Currency Outside Banks;167824.205041
Monthly;2016;Q1;Mar;Money Supply M3;1788774.94515
Monthly;2016;Q2;Apr;Demand  Deposits;984155.392095
Monthly;2016;Q2;Apr;Money Supply M3;1780333.31732
Monthly;2016;Q2;Jun;Demand  Deposits;966195.30672
Monthly;2016;Q3;Jul;Demand  Deposits;967353.560044
Monthly;2016;Q4;Dec;Money Supply M1;1146409.26764
Monthly;2017;Q1;Jan;Currency Outside Banks;169259.380395
Monthly;2017;Q1;Jan;Money Supply M1;1151684.07727
Monthly;2017;Q1;Mar;Money Supply M1;1167588.0628
Monthly;2017;Q2;Apr;Time & Savings Deposits;448337.195558
Monthly;2017;Q2;Apr;Demand  Deposits;1015473.86188
Monthly;2017;Q2;May;Time & Savings Deposits;462730.999614
Monthly;2017;Q2;May;Demand  Deposits;997628.229543
Monthly;2017;Q2;May;Money Supply M3;1784512.46163
Monthly;2017;Q2;May;Money Supply M2;1630934.8007
Monthly;2017;Q3;Jul;Other Quasi- Money Deposits;156824.555185
Monthly;2017;Q3;Aug;Demand  Deposits;992044.779545
Monthly;2017;Q3;Sep;Money Supply M2;1627315.2139
Monthly;2017;Q4;Oct;Money Supply M3;1781485.80636
Monthly;2017;Q4;Oct;Money Supply M2;1612122.14836
Monthly;2017;Q4;Nov;Demand  Deposits;1000745.92672
Monthly;2017;Q4;Dec;Time & Savings Deposits;454152.059195
Monthly;2018;Q1;Jan;Other Quasi- Money Deposits;173156.509748
Monthly;2018;Q1;Jan;Money Supply M2;1637814.84687
Monthly;2018;Q1;Feb;Money Supply M1;1187801.22129
Monthly;2018;Q1;Feb;Money Supply M2;1623092.44641
Monthly;2018;Q1;Mar;Time & Savings Deposits;436709.84542
Monthly;2018;Q2;Apr;Time & Savings Deposits;411043.14093
Monthly;2018;Q2;Jun;Currency Outside Banks;189861.894843
Monthly;2018;Q3;Jul;Time & Savings Deposits;428288.863245
Monthly;2018;Q3;Jul;Money Supply M3;1800742.87467
Monthly;2018;Q3;Aug;Other Quasi- Money Deposits;174166.106449
Monthly;2018;Q3;Aug;Money Supply M3;1807972.03039
Monthly;2018;Q3;Sep;Time & Savings Deposits;430433.194543
Monthly;2018;Q4;Oct;Demand  Deposits;1019858.04332
Monthly;2018;Q4;Oct;Money Supply M3;1813825.65361
Monthly;2018;Q4;Oct;Money Supply M2;1615896.32926
Monthly;2018;Q4;Dec;Money Supply M1;1220797.39784
Monthly;2019;Q1;Jan;Demand  Deposits;1037175.99006
Monthly;2019;Q1;Feb;Time & Savings Deposits;436425.47222
Monthly;2019;Q1;Feb;Other Quasi- Money Deposits;177707.115339
Monthly;2019;Q1;Feb;Currency Outside Banks;182250.739388
Monthly;2019;Q1;Mar;Money Supply M1;1221220.35652
Monthly;2019;Q1;Mar;Money Supply M2;1651105.3222
Monthly;2019;Q2;Apr;Time & Savings Deposits;427959.580886
Monthly;2019;Q2;Apr;Other Quasi- Money Deposits;181135.311876
Monthly;2019;Q2;Apr;Currency Outside Banks;185753.154847
Monthly;2019;Q2;Apr;Money Supply M1;1240906.31217
Monthly;2019;Q2;Apr;Money Supply M3;1850001.20493
Monthly;2019;Q2;May;Money Supply M1;1258031.00053
Monthly;2019;Q2;Jun;Time & Savings Deposits;437183.019869
Monthly;2019;Q2;Jun;Money Supply M1;1263101.60107
